scheme_code,scheme_name,amc,category
112330,Bandhan Multi-Asset Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
112331,Bandhan Aggressive Hybrid Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
112332,Bandhan Aggressive Hybrid Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
112340,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
112341,Nippon India Money Market Fund,Nippon Life India Asset Management Limited,Debt Scheme - Money Market Fund
112342,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
112343,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
112344,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
112347,DSP World Mining Overseas Equity Omni FoF,DSP Asset Managers Private Limited,Other Scheme - FoF Overseas
112351,Kotak Nifty 50 ETF,Kotak Mahindra Asset Management Company Limited.,Other Scheme - Other  ETFs
112352,BANDHAN CONSERVATIVE HYBRID FUND,Bandhan AMC Limited,Hybrid Scheme - Conservative Hybrid Fund
112353,BANDHAN CONSERVATIVE HYBRID FUND,Bandhan AMC Limited,Hybrid Scheme - Conservative Hybrid Fund
112354,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112355,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112356,Aditya Birla Sun Life Short Term Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Short Duration Fund
112359,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Sectoral/ Thematic
112360,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Sectoral/ Thematic
112361,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Sectoral/ Thematic
112368,Invesco India Gold Exchange Traded Fund,Invesco Asset Management (India) Private Limited,Other Scheme - Gold ETF
112369,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112378,Canara Robeco Conservative Hybrid Fund,Canara Robeco Asset Management Company Limited,Hybrid Scheme - Conservative Hybrid Fund
112635,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Money Market Fund
112636,Navi Liquid Fund,Navi AMC Limited,Debt Scheme - Liquid Fund
112645,Navi Liquid Fund,Navi AMC Limited,Debt Scheme - Liquid Fund
112646,Navi Liquid Fund,Navi AMC Limited,Debt Scheme - Liquid Fund
112647,Navi Liquid Fund,Navi AMC Limited,Debt Scheme - Liquid Fund
112712,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112713,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112714,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112715,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112717,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112718,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112719,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112720,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112721,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112722,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112723,Axis Short Duration Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Short Duration Fund
112790,Religare Fixed Maturity Plan - Series II - Plan A to F - Plan C (15 Months),Invesco Asset Management (India) Private Limited,Income
112867,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Conservative Hybrid Fund
112868,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Conservative Hybrid Fund
112869,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Conservative Hybrid Fund
112870,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Conservative Hybrid Fund
112877,BANDHAN Nifty 50 Index Fund,Bandhan AMC Limited,Other Scheme - Index Funds
112878,BANDHAN Nifty 50 Index Fund,Bandhan AMC Limited,Other Scheme - Index Funds
112885,Religare Invesco Monthly Income Plan,Invesco Asset Management (India) Private Limited,Income
112889,Invesco India Regular Savings Fund,Invesco Asset Management (India) Private Limited,Hybrid Scheme - Conservative Hybrid Fund
112901,DSP Focused Fund,DSP Asset Managers Private Limited,Equity Scheme - Focused Fund
112904,Baroda Large cap Fund,Baroda BNP Paribas Asset Management India Private Limited,Equity Scheme - Large Cap Fund
112923,SBI PSU FUND,SBI Funds Management Limited,Equity Scheme - Sectoral/ Thematic
112924,Axis Conservative Hybrid Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Conservative Hybrid Fund
112925,Axis Conservative Hybrid Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Conservative Hybrid Fund
112926,Axis Conservative Hybrid Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Conservative Hybrid Fund
112927,Axis Conservative Hybrid Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Conservative Hybrid Fund
112931,Mirae Asset Large & Midcap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Equity Scheme - Large & Mid Cap Fund
112932,Mirae Asset Large & Midcap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Equity Scheme - Large & Mid Cap Fund
112936,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Nippon Life India Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112937,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Nippon Life India Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112938,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Debt Scheme - Credit Risk Fund
112939,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Debt Scheme - Credit Risk Fund
112941,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Nippon Life India Asset Management Limited,Debt Scheme - Credit Risk Fund
112942,Nippon India Floater Fund,Nippon Life India Asset Management Limited,Debt Scheme - Floater Fund
112948,Taurus Nifty 50 Index Fund,Taurus Asset Management Company Limited,Other Scheme - Index Funds
112949,Taurus Nifty 50 Index Fund,Taurus Asset Management Company Limited,Other Scheme - Index Funds
112957,ICICI Prudential Nifty Next 50 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
112958,ICICI Prudential Nifty Next 50 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
112980,Axis Fixed Term Plan - Series 3 (3 Months),Axis Asset Management Co. Ltd.,Income
112981,Axis Fixed Term Plan - Series 3 (3 Months),Axis Asset Management Co. Ltd.,Income
112984,Axis Fixed Term Plan - Series 4 (3 Months),Axis Asset Management Co. Ltd.,Income
112985,Axis Fixed Term Plan - Series 4 (3 Months),Axis Asset Management Co. Ltd.,Income
113016,Navi Conservative Hybrid Fund,Navi AMC Limited,Hybrid Scheme - Conservative Hybrid Fund
113018,Baroda BNP Paribas Short Duration Fund,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Short Duration Fund
113032,DSP Focused Fund,DSP Asset Managers Private Limited,Equity Scheme - Focused Fund
113036,Baroda BNP Paribas Short Duration Fund,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Short Duration Fund
113037,Baroda BNP Paribas Short Duration Fund,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Short Duration Fund
113047,HDFC Short Term Debt Fund,HDFC Asset Management Company Limited,Debt Scheme - Short Duration Fund
113048,HDFC Short Term Debt Fund,HDFC Asset Management Company Limited,Debt Scheme - Short Duration Fund
113049,HDFC Gold ETF,HDFC Asset Management Company Limited,Other Scheme - Gold ETF
113055,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
113064,Axis Multi Asset Allocation Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Multi Asset Allocation
113065,Axis Multi Asset Allocation Fund,Axis Asset Management Co. Ltd.,Hybrid Scheme - Multi Asset Allocation
113069,Motilal Oswal Nifty 50 ETF,Motilal Oswal Asset Management Company Limited,Other Scheme - Other  ETFs
113070,HDFC Corporate Bond Fund,HDFC Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
113071,HDFC Corporate Bond Fund,HDFC Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
113076,ICICI Prudential Gold ETF,ICICI Prudential Asset Management Company Limited,Other Scheme - Gold ETF
113077,UTI - Dynamic Bond Fund.,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Dynamic Bond
113078,UTI - Dynamic Bond Fund.,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Dynamic Bond
113080,ICICI Prudential Medium Term Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium Duration Fund
113097,ICICI Prudential Regular Savings Fund,ICICI Prudential Asset Management Company Limited,Hybrid Scheme - Conservative Hybrid Fund
113098,ICICI Prudential Regular Savings Fund,ICICI Prudential Asset Management Company Limited,Hybrid Scheme - Conservative Hybrid Fund
113099,SBI PSU FUND,SBI Funds Management Limited,Equity Scheme - Sectoral/ Thematic
113126,Motilal Oswal Nifty 50 ETF,Motilal Oswal Asset Management Company Limited,Other Scheme - Other  ETFs
113134,Tata Aggressive Hybrid Fund,Tata Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
113135,Franklin India Low Duration Fund (No. of Segregated Portfolios-2),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Low Duration Fund
113136,ICICI Prudential Medium Term Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium Duration Fund
113137,ICICI Prudential Medium Term Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium Duration Fund
113138,ICICI Prudential Medium Term Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium Duration Fund
113144,Canara Robeco Savings Fund,Canara Robeco Asset Management Company Limited,Debt Scheme - Low Duration Fund
113153,DSP Small Cap Fund,DSP Asset Managers Private Limited,Equity Scheme - Small Cap Fund
113167,IDFC SSIF - MT -Plan B- Dividend Plan,Bandhan AMC Limited,Income
113168,IDFC SSIF - MT -Plan B- Dividend Plan,Bandhan AMC Limited,Income
113169,Bandhan Medium Duration Fund,Bandhan AMC Limited,Debt Scheme - Medium Duration Fund
113177,Nippon India Small Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Small Cap Fund
113178,Nippon India Small Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Small Cap Fund
113179,Nippon India Small Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Small Cap Fund
113180,Nippon India Small Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Small Cap Fund
113192,Essel Short Term Fund,Navi AMC Limited,Debt Scheme - Short Duration Fund
113218,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
113220,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
113221,Canara Robeco Large Cap Fund,Canara Robeco Asset Management Company Limited,Equity Scheme - Large Cap Fund
113222,Canara Robeco Large Cap Fund,Canara Robeco Asset Management Company Limited,Equity Scheme - Large Cap Fund
113242,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
113243,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
113247,ICICI Prudential Banking & PSU Debt Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Banking and PSU Fund
113269,Nippon India Index Fund - BSE Sensex Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113270,Nippon India Index Fund - BSE Sensex Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113271,Nippon India Index Fund - BSE Sensex Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113294,Nippon India Index Fund - BSE Sensex Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113295,Nippon India Index Fund - BSE Sensex Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113296,Nippon India Index Fund - Nifty 50 Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113297,Nippon India Index Fund - Nifty 50 Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113298,Nippon India Index Fund - Nifty 50 Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113299,Nippon India Index Fund - Nifty 50 Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113300,Nippon India Index Fund - Nifty 50 Plan,Nippon Life India Asset Management Limited,Other Scheme - Index Funds
113307,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Low Duration Fund
113310,IDFC Fixed Maturity Plan Monthly Series 25,Bandhan AMC Limited,Income
113326,Baroda Mid-cap Fund,Baroda BNP Paribas Asset Management India Private Limited,Equity Scheme - Mid Cap Fund
113345,Nippon India Arbitrage Fund,Nippon Life India Asset Management Limited,Hybrid Scheme - Arbitrage Fund
113346,Nippon India Arbitrage Fund,Nippon Life India Asset Management Limited,Hybrid Scheme - Arbitrage Fund
113347,Nippon India Arbitrage Fund,Nippon Life India Asset Management Limited,Hybrid Scheme - Arbitrage Fund
113361,BANDHAN CONSERVATIVE HYBRID FUND,Bandhan AMC Limited,Hybrid Scheme - Conservative Hybrid Fund
113373,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Sectoral/ Thematic
113403,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
113417,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
113434,Axis Gold ETF,Axis Asset Management Co. Ltd.,Other Scheme - Gold ETF
114225,IDFC Fixed Maturity Plan - Half Yearly Series 12,Bandhan AMC Limited,Income
114238,ICICI Prudential Blended Plan B,ICICI Prudential Asset Management Company Limited,Income
114239,ICICI Prudential Credit Risk Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Credit Risk Fund
114240,ICICI Prudential Credit Risk Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Credit Risk Fund
114241,ICICI Prudential Credit Risk Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Credit Risk Fund
114251,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
114252,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
114297,SBI OVERNIGHT FUND,SBI Funds Management Limited,Debt Scheme - Overnight Fund
114347,SBI  SAVINGS FUND - WEEKLY DIVIDEND,SBI Funds Management Limited,Debt Scheme - Money Market Fund
114348,SBI SAVINGS FUND,SBI Funds Management Limited,Debt Scheme - Money Market Fund
114359,Invesco India Ultra Short Duration Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
114360,Invesco India Ultra Short Duration Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
114361,Invesco India Ultra Short Duration Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
114362,Invesco India Ultra Short Duration Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
